37 22815,11276,5972,2357,1821,3622,10544,20860,34413,45045,51233,54616,52125,50338,49885,48797,57188,40573,42485,43995,44525,37762,28825,43418
38 37114,13045,6428,3295,2849,3278,14586,32473,60166,78734,86009,95255,92505,88371,84063,85445,97672,75552,76409,80874,71407,59233,40679,68139
39 33173,11869,5191,3393,1912,2518,9700,26478,48072,62800,73366,74744,78241,78688,72115,74951,80513,58733,59361,68362,65696,56904,37175,59542
40 76086,34588,16324,7870,4397,9842,40126,77679,112132,125896,144732,150843,150733,159958,164973,175093,189094,112059,111278,126408,127613,112432,79514,162303
41 34224,10515,5404,1677,2600,9051,47501,79596,109421,120482,125708,133224,136092,145702,150415,166906,181045,89971,87999,96881,126072,83991,44830,79413
42 32747,11894,5761,2556,2263,3675,12316,26619,43145,58762,64604,72401,70647,64290,64698,61705,66307,52461,55315,61231,58598,48366,32498,50471
43 27424,12492,6724,4054,2986,3368,11013,20883,34222,47648,62130,63040,63714,58998,57632,58458,65656,45878,46048,49390,48441,42899,29159,53621
44 29040,12417,4946,2547,1119,1986,9810,20101,37701,49033,53593,54974,56372,53594,53199,55438,61785,45783,44258,43873,46664,37603,26635,57655
45 56748,24774,11628,5497,4052,7332,34038,59696,85182,98510,107355,116483,122496,122626,129626,136476,140715,87741,85576,94963,99412,85118,62192,131337
46 52917,20867,10817,3728,3128,5333,21961,44936,77167,91164,107390,106676,107479,108973,103006,101682,119617,82678,83425,89054,93443,81160,55404,112922
47 43205,16098,7402,4167,3684,5433,28491,50356,63330,69860,78010,85600,93317,95513,98855,99899,104150,54707,52740,59571,65339,56028,38732,99180
48 28035,10837,4731,3319,2859,3815,11087,23391,39724,54486,58144,61557,56554,57919,61930,58669,64242,45101,43922,48198,52932,49931,34210,61895
49 50644,24472,11377,5508,3029,6748,32673,58477,82593,101803,112579,114490,112772,118039,119630,121822,130263,87659,85935,103596,109766,95523,58761,104316
50 29734,11220,4817,1945,2872,6208,34196,55278,79632,95114,102898,104592,105063,103961,104845,105775,120147,75942,75993,91868,91717,73225,47232,75605
51 22314,9190,4636,3381,1417,3044,9904,21259,37834,54105,60688,65366,64539,63260,59158,61537,66195,46114,48467,52477,44312,38806,28282,49554
52 50810,21245,8532,3216,2838,4378,17838,35832,61150,76241,84882,84988,84457,85394,87990,92503,102804,73268,71340,77264,78307,65718,49591,96173
53 20894,8447,4982,2396,890,2229,18754,98554,177720,221788,247334,250674,244553,215731,215862,199129,189132,129423,90242,85242,89978,72596,45968,44738
54 31796,16366,7051,2999,1389,1455,8871,21414,34674,46168,58079,58129,57542,56835,55140,49151,54150,36972,31403,35612,39487,35467,25665,41573
55 38235,12048,5549,3127,2622,3984,21950,45214,69318,76924,85530,87394,92056,87640,91349,96988,105770,74511,68672,72478,75836,67972,45136,83636
56 19337,7483,3750,2484,1792,2279,12502,24239,38477,46063,48495,52238,51240,52461,56156,50155,57666,38539,38628,40464,41546,38022,23836,40545
57 32328,13229,5246,3120,1980,6552,36391,63154,86328,105319,106858,114282,113909,111563,123340,118717,135071,67964,64448,79506,87636,72443,47632,94206
58 21205,7755,3444,1884,1191,2177,10707,18675,33863,45137,45988,48039,46995,51667,48007,46478,58484,41374,36993,41555,42229,34396,22909,39356
59 31724,9682,3514,1829,1152,4435,25013,45393,61710,70867,79247,81993,82872,80302,88164,90775,98883,48859,46214,58472,63815,51900,33515,75379
60 15884,6424,2263,1110,1435,3135,12273,21987,32629,44758,47848,48706,49056,48452,45813,45110,47858,30783,31866,34447,32809,29470,18836,38623
61 47775,23458,9407,4641,4282,7706,27479,50495,74980,87380,98532,101117,104096,110077,110442,121074,125795,79934,81109,87804,87884,75940,53792,96353
62 10712,4034,1077,549,278,890,6910,17099,26100,32934,37076,35374,32655,26250,25615,23756,24887,16426,13683,13185,12891,10752,6228,8862
63 25852,8417,3258,2501,1606,5703,32037,52180,67047,69156,70834,84600,88354,97595,95752,103572,114623,55028,53262,58136,75042,52887,28166,62496
64 35676,15019,6536,4185,2078,4704,23311,39826,59830,66913,73398,81167,82876,86136,86769,86877,97639,59679,55527,66534,71365,63255,39687,78490
65 29981,11939,5588,2731,1948,4538,17604,34872,49564,54515,61464,62584,66941,66610,63216,67986,80491,50567,47857,53526,54911,45792,29581,64204
66 29698,8793,3468,1338,729,3871,26215,59878,93358,127405,141192,140552,139493,127348,136605,134054,152938,91610,74846,83392,97306,82989,49974,72286
67 21885,10657,6298,1593,688,2306,9963,20481,32884,39667,42893,44697,43802,44473,42788,38292,41609,26367,23384,25980,28745,26407,20080,44666
68 27967,10437,4574,3126,1356,3650,23178,56580,98642,131126,154283,159737,157173,143816,140535,136317,145966,96561,69194,80518,82698,68402,40777,61885
69 78888,35868,14877,7562,5368,10584,52155,90640,127482,139653,152164,158194,163255,175826,181511,184238,201540,116179,109214,123022,131069,114477,84269,184986
70 30063,12614,5495,2503,2655,5424,19179,40078,58883,69441,70367,73680,78411,81820,77038,81418,94824,59885,58301,63454,65950,56945,37998,77868
71 35693,15898,7186,2840,3241,5361,22326,38092,50891,61759,64022,66536,65696,69598,74931,73313,78035,47572,45525,53100,55920,46446,32368,79241
72 17296,6695,2818,1266,1451,2769,14900,33530,50856,55503,59230,60522,60592,55764,55789,56254,56496,37221,37093,46520,50106,45537,30886,39802
73 28768,12926,6915,3055,3043,4567,14906,33745,53982,73047,86531,85826,85100,84123,77844,81053,90996,71988,69896,76494,73132,58058,41248,62106
74 21980,7545,3409,1197,1688,5767,20129,34707,49471,57603,59532,60690,66009,69772,70114,72006,67627,43262,47240,51346,53675,45757,61951,62076
75 17422,7223,4313,1810,496,2454,9363,20083,31713,37415,40420,41050,43632,43470,41269,44451,48709,32884,32087,34492,34346,27055,20130,39833
76 36151,13401,4746,2959,1493,4908,24907,47615,72684,82556,91635,93679,98636,95502,102744,103025,119253,62406,61710,69503,81853,69769,47950,87731
77 27719,10556,4031,1706,1779,4998,29008,56272,83334,104003,109803,109054,109512,98595,113321,114827,122475,79845,75594,89117,100188,87683,46444,62767
78 38895,12869,5652,3028,1785,7049,31900,58421,75859,83945,88419,92724,96592,93416,98057,101882,117060,58522,61067,71377,82022,72718,45871,92505
79 15936,5884,2472,1300,1397,5103,20322,33520,40533,45914,47945,51160,51309,54676,54743,59212,65266,34691,31878,34052,40147,33007,21424,41325
80 39976,17123,8364,4602,2917,5216,14445,31576,55622,76010,90337,97344,96873,88165,86364,84837,97712,80759,78856,83260,75053,65851,44419,62973
81 24496,10419,4944,2083,1460,2227,11955,27351,39205,44420,46390,48114,48436,48498,48484,47715,52285,39062,35407,39809,41654,36850,24420,45053
82 51285,19157,9430,5796,3306,5685,27081,56943,88897,106143,116974,126216,120354,124086,127056,124715,148219,97010,93126,103120,105988,95971,64675,109313
83 35716,14533,6811,3321,3043,3580,13391,26833,44353,63839,74345,79718,78109,75978,70899,72720,84550,63422,63026,66970,65986,53766,37889,55181
84 9929,3267,1232,346,492,3677,13392,22918,35541,42282,41991,44731,46256,48278,51942,48953,37141,22479,26632,32307,33258,29659,31448,31506
85 43430,17894,8977,4742,3338,5747,29983,58763,88598,107275,115908,121467,125125,117355,118521,120128,132385,83911,81615,97192,103671,84533,54622,112876
86 31162,10311,3888,2821,1967,7627,46921,75595,93315,103329,101849,105697,103478,104599,114250,115427,130101,68832,66458,85694,100156,83473,48952,89671
87 20773,6980,2640,1218,1451,2869,13201,28301,42161,51123,56751,60111,60850,56226,61198,64010,69618,33221,32887,35807,36333,29829,21071,48657
88 11831,5326,1952,1416,833,1952,7771,15264,24367,31610,35933,36047,34957,33784,33782,32396,33259,28703,26894,27608,27638,23623,15833,25541
89 49433,19349,9191,3103,3022,8341,43071,75220,94579,115485,116909,127355,128715,130073,137509,142000,160989,87348,82096,97225,105341,89304,60660,121445
90 9178,2675,690,663,415,1787,8004,14935,23624,29803,27650,30028,31570,33904,32211,32725,32284,21422,23188,28356,31129,25436,27796,27057
91 11631,4852,2122,836,835,2324,9184,20145,26541,32571,33660,36437,40030,37892,37146,41316,38311,23911,26553,29783,28200,22212,27851,27860
92 28318,10621,4405,2125,2332,10806,54058,88072,107380,108789,107325,115048,117772,115444,130331,129979,150224,67997,71775,96217,114391,91396,51170,94937
93 16050,8053,2790,1533,1682,1186,6564,13914,22118,30491,33589,35027,38624,35785,35996,36616,37055,28252,26595,30491,30762,27483,19006,36571
94 39107,15451,6239,3087,3266,7157,43421,83490,125602,150388,161286,167508,165080,153160,160924,159911,174856,105442,92047,109588,116832,96844,54019,93360
95 16296,7402,2851,1319,820,1620,8541,19374,27420,33215,34917,34187,33443,34711,34777,39332,42684,29999,28165,31153,33448,31549,21332,32818
96 23457,8074,3544,1544,1167,3389,14902,31569,44891,58451,63328,63243,60732,55822,59705,57678,69162,53971,59278,80932,90490,81055,44615,54847
97 23240,9918,5282,3404,3060,9614,50781,86916,108420,117269,116558,105519,93820,99039,127432,114038,131037,56316,56932,77371,60766,59944,44211,80620
98 19674,8028,3302,1344,1333,2017,7354,16847,26918,37165,41734,45160,47187,42518,43310,44447,50755,37372,37445,40914,42305,40289,25628,42643
99 14867,7916,2508,1084,396,828,3779,10119,16715,24395,28106,28577,30877,29393,26626,23922,24610,18021,16630,20815,20814,21372,13642,21374
100 20034,7328,3051,1717,1767,4689,24767,41973,55881,61301,65641,66379,65706,71094,71117,76944,83367,44758,48734,50596,61978,47163,29200,59758
101 16592,7372,2312,1529,1724,1434,7098,14172,23672,31700,33145,31102,34608,32877,32825,30423,36534,30452,29015,31609,33597,31361,23615,34091
102 13826,3792,1810,725,1288,2903,18142,34705,45752,51447,50784,51004,52604,49440,54320,51653,59840,34647,31972,44446,55394,42851,21713,36149
103 21442,8560,4120,2234,2254,6687,36253,75672,113896,144382,154087,157434,150704,135846,144792,148963,161918,98619,86518,92758,95556,75002,39563,55570
104 20033,8135,3645,2157,1956,4272,21993,38256,49043,52999,63238,60937,63423,62463,69132,73410,81807,46021,41769,46947,51012,41924,27142,54198
105 23412,7812,3988,936,1658,5810,15909,35099,45041,54518,55808,60877,65788,63169,64486,66427,62534,42075,44359,46433,47535,41466,55534,59276
106 18628,7507,3421,1736,1148,971,6942,17914,35149,44504,52786,56526,55805,50218,47184,46449,56895,46432,45820,46338,46987,35387,22410,31458
107 6888,2682,1159,914,727,2434,11118,19287,29888,34534,37396,35057,36640,33858,34862,31997,28019,20025,19999,20842,21120,16966,18229,17910
108 14717,6879,2494,1549,1202,2255,16663,43306,68093,88325,100465,101695,103124,98738,98751,101119,107450,67050,50088,47779,44983,35588,20686,32531
109 37885,14570,6825,2922,2092,7212,23270,48882,70530,85472,100173,99379,96715,95871,95180,101051,110873,82765,82626,93151,100988,76899,49422,72068
110 11863,4518,2771,1066,921,1144,6481,12058,17995,22086,29568,30524,30292,29538,26456,30308,33496,27036,25815,28184,27054,25410,18589,31012
111 27642,13794,2749,1074,560,818,6050,15221,21550,27002,33318,35024,32698,32791,27311,26165,26328,16414,16522,18139,17978,16547,14202,13193
112 18866,7376,2433,1010,1029,2807,19217,29585,36684,41600,42946,47111,50334,54921,55270,55052,64563,38635,36188,44969,46083,35138,23994,41050
113 13669,5782,2204,1469,1274,1999,14379,27096,40181,44964,49737,51240,46770,45192,50108,51877,56638,29579,28426,33868,40476,32119,17708,37218
114 52044,18264,7582,3692,4781,12202,76514,105655,132437,134141,134445,144344,137447,152040,148573,163854,180283,90981,84406,108456,109968,107810,62551,120400
115 73050,26966,13496,6176,5791,8429,34403,78559,118762,144048,159612,160351,163037,159813,166893,174948,189743,129975,126265,142646,148447,130688,88424,156082
116 34238,12785,4594,2931,2557,7456,38915,67341,90307,104749,111919,113002,117165,115193,131075,136339,156911,72102,74484,83131,96715,77282,45529,89678
117 16408,5460,3034,1214,537,1616,7764,22621,46116,65524,76854,82451,76662,70296,66213,68217,71342,57259,59155,76349,81787,67645,43591,42228
118 21240,5921,2801,1741,2098,5087,19825,35556,51877,63195,64224,71152,65560,66846,66426,65679,62913,40851,38558,48954,54293,43736,25074,50847
119 14205,6123,3251,2220,2440,4719,26437,49807,62073,67998,72676,62534,57334,62290,75036,68271,73751,33376,32402,42798,34373,31271,20716,50204
120 10167,4160,1774,944,912,5671,19688,30867,37815,39587,40971,39129,44215,49056,54139,50191,44767,21865,24006,32508,36274,27374,34477,35641
121 20726,7124,3609,1386,1988,4141,26218,53136,65862,75798,84556,90981,95753,85001,87318,91595,104368,54722,51079,59557,72544,54740,32269,60990
122 16592,6267,3638,1490,822,1164,7020,14840,24669,30540,30236,32288,31941,27609,30036,31017,36285,24559,24309,28775,29479,25979,18854,38814
123 7159,3963,1344,900,823,480,2683,8032,15663,23229,30722,29056,26243,22672,18301,16335,13883,11079,9716,10567,10133,9480,6052,6598
124 18715,6791,2720,764,1346,3062,10348,18297,36279,44092,50697,51303,49333,44750,47920,49065,54814,36028,35954,40516,38125,31775,24538,46815
125 33634,11966,4627,3036,1975,4660,26077,47481,65653,80360,81966,84249,84335,82613,85138,85474,88154,71740,63814,89097,100277,82340,50516,69198
126 36664,15783,6178,2626,3320,4888,15566,33951,53893,66721,73162,79487,79434,76514,81180,78928,89393,65019,63028,65958,66302,57294,40639,82441
127 52517,17075,6545,4140,2294,8778,50963,93666,115520,136154,141455,151216,160492,145716,150758,167251,184490,100755,92131,104161,116322,93085,58887,119244
128 26348,9926,4386,1501,916,2421,16330,35025,57302,74636,82426,83744,79940,74678,77316,80051,80137,68061,84476,106264,115079,96706,61907,59729
129 21418,8944,3282,1656,1506,4110,16922,29743,43290,52823,52679,55272,62953,59027,59282,64260,57556,33602,36854,43581,47845,39402,60282,61612
130 23898,8250,3542,2259,1503,6771,30847,54600,69482,78433,77635,77960,76716,78866,87481,88540,94567,49597,45778,59656,69539,55903,32971,65322
131 10174,2885,1582,917,790,2049,12799,34688,56942,80638,88110,86091,82428,74588,79858,78647,80996,50432,34837,30804,29665,23678,14837,20819
132 7769,2703,2154,974,915,2742,17545,56962,109015,145596,160314,158794,153175,135146,135161,122018,108777,64293,36559,33333,30102,27308,16265,20959
133 12877,5814,3119,2083,855,2127,8509,17904,26078,30127,34045,32115,35454,35702,34492,33855,41102,24288,23229,24938,26867,22062,14614,31230
134 25769,10110,6081,3348,1885,2974,13731,28592,43282,50869,56379,59263,57611,54686,60380,62572,65323,43350,39120,46141,50583,45454,34612,64839
135 29504,10976,4161,1544,1386,5109,28638,50436,74650,92428,100904,105248,102207,96890,107167,102922,117498,72206,66274,82204,93590,77416,42096,79570
136 17653,7095,3437,1225,1055,1624,5602,11399,20688,25190,29713,32513,33677,33192,33650,32958,37920,27076,25899,28783,29230,26324,18350,29071
137 12710,5342,2113,996,788,956,6363,9638,16760,20439,22050,22584,22585,22811,22898,24049,27163,16117,14490,16440,16358,15161,9065,27784
138 17619,7651,1855,978,528,240,1883,6206,11034,15932,20442,21117,20619,18057,14048,13159,12346,8460,8783,8521,8863,9986,8664,10631
139 10660,3801,1137,712,693,3360,11708,17694,22107,29374,26485,30997,32404,34376,35221,36443,35000,20486,22924,27104,26552,20441,32034,35815
140 11064,5366,1397,779,613,2735,15992,30458,39398,44937,45145,45493,44317,43343,51046,49827,59946,35180,30687,37829,44496,35351,18166,27554
141 8994,3708,1556,392,257,848,3142,6072,10100,14374,15308,16181,16603,13044,14905,14388,15164,12593,11956,13459,12138,12404,11056,12704
142 13249,4952,1769,815,590,2780,9416,19260,27437,34465,34150,34091,35290,34996,33553,34102,32457,21157,20842,25155,26619,22808,30375,33381
143 6453,2428,1194,404,591,534,2166,7700,10085,14018,15337,17171,14852,14803,15214,15276,15760,13084,11900,13673,11426,11051,7834,12922
144 7594,3046,1440,410,302,907,4536,8930,12607,17931,17045,18479,18404,18878,16994,18073,19805,12934,11774,13979,10811,11191,8444,13381
145 6902,2602,1111,153,227,948,2725,8084,12865,18073,18120,18117,19417,18693,17202,18140,16608,10243,8620,8936,9811,9351,5228,10954
146 7621,6005,2181,735,1111,1051,2798,8701,13405,18526,21553,22608,23195,19387,17384,18087,18313,12371,11496,12268,12361,13218,9376,8771
147 2913,2321,949,212,178,572,2735,7778,11225,12758,15503,13593,15965,14724,13748,12709,12924,8667,8480,8042,7778,6356,4141,5757
148 5571,2525,1105,515,465,1852,9366,23853,37639,43424,47498,48489,47091,45417,45259,46205,47018,30407,22081,19749,19161,15561,8048,12116
149 18462,8198,4275,1639,324,923,2767,5034,8997,14213,16551,18336,17778,14786,12421,10424,11034,8809,9658,13540,15944,17342,12074,7899
150 6401,3708,1220,378,422,1522,3114,7955,12631,16134,19360,19104,19511,16820,17042,16258,14267,9569,9770,11108,10046,10436,7114,10918
151 80903,36508,15971,8872,6591,10267,33956,68281,114069,143750,152649,158494,144469,143347,143380,144842,173038,116461,113971,129736,128149,110252,74805,155549
152 50316,19956,7631,3738,2431,3629,14102,39574,63517,88552,105188,112530,115534,110945,106554,102564,113226,82514,76929,81678,82314,67873,44409,79931
153 27986,10695,4121,2541,1338,6135,29717,53558,62884,73463,74248,82438,89341,92357,96929,103791,106238,46233,44022,58888,61750,55018,35316,71976
154 4752,2008,994,403,665,925,3254,7396,10430,14972,17425,15695,16585,16805,16877,14966,17877,13371,11309,11985,12434,12716,8744,12242
155 3306,1029,532,410,195,829,5294,11467,20333,29604,33051,32105,30454,29557,29212,28670,29070,19022,14277,13000,14496,10874,6682,9233
156 41959,16646,7104,4693,3399,10549,50873,74699,91595,97824,105847,109790,120660,120772,135829,145104,152485,66121,65575,79735,83417,74256,45417,103737
157 49496,19600,8508,5856,4326,6850,32421,65581,92843,111485,121214,116922,113999,108427,125730,111412,132066,87546,84026,105111,122880,106010,66617,107456
158 12066,5838,2698,1039,588,588,3847,8017,14335,18301,22503,22394,19838,22657,18840,18146,19314,14468,14159,15059,15499,12873,8597,11508
159 8394,4890,552,186,61,162,776,4709,11608,19568,25533,24810,20979,16042,11851,8797,8006,6850,5846,6495,5876,6325,3817,3029
160 3411,1362,754,188,230,1018,6191,18250,29058,37461,39152,36999,34267,28129,29354,28992,33908,24875,18056,20365,17567,13488,7087,6215
161 11037,6807,1033,86,28,372,2340,6425,9907,14276,17594,19512,20897,15286,11947,10104,10473,7231,6291,6652,6384,5980,4551,4018
162 2734,2421,430,52,97,37,1130,3187,6044,10313,13179,13569,12945,10219,8772,8302,7767,5298,3834,3760,4292,3500,3200,4455
163 47689,20962,12411,4886,1746,4696,15078,43149,65885,89255,103584,103213,99855,97615,95785,91538,96908,81389,77896,96526,101399,91613,62536,78837
164 3368,2299,955,281,97,93,827,2107,4029,6703,8104,7989,8755,6234,4572,5815,5930,4076,3731,3874,5880,5193,3203,1936
165 24279,9417,3288,2167,1404,4112,22429,38775,57449,74409,85405,91836,85242,81996,75290,75603,88769,58329,54866,61388,55891,46296,28469,51727
166 7571,6533,805,208,82,253,1023,3015,6772,8981,11464,12628,12959,9431,8065,7945,6168,4722,4589,5115,6943,7032,4467,3117
167 14606,12425,5098,1519,767,801,1910,4687,9194,13332,20298,21718,23413,20569,16551,14066,13627,11161,11320,11347,11562,10304,8404,6254
168 9217,5869,1812,433,162,193,1589,4295,9704,14724,19672,21829,21313,16899,14698,12090,11014,7334,5216,6398,7926,9350,6431,3958
169 9936,6257,3378,1190,582,1060,4552,12696,22330,28445,33282,35642,32544,29575,27211,26679,28330,22610,20746,21658,20165,17970,13160,17049
170 3982,2086,821,241,153,892,7706,16755,22423,24986,23454,23691,24180,21887,21594,18251,18984,13359,10198,8450,8708,7384,4879,7292
171 14689,6849,2874,1438,1258,1578,6903,14406,23362,35005,37536,40081,36431,35555,34391,33384,36873,26814,26267,30881,31139,22963,16240,27299
172 38313,13809,5992,3010,1693,3876,19921,41513,64712,77692,88862,95638,97434,87182,90451,94658,105853,77650,72313,86683,95694,86092,54277,82577
173 12293,6228,3301,1701,580,1175,4603,11334,20006,25840,28227,32908,30096,29019,27118,24375,25746,22370,20142,22355,23987,17901,12236,19338
174 4413,3334,989,168,41,170,835,1570,2882,5157,6237,7463,7022,6655,5565,6460,6140,4799,3316,4086,3558,4153,2814,2813
175 62172,29486,13254,7705,6264,17061,61420,108391,136390,154749,149406,165400,173572,181834,185834,187422,199695,123046,123757,143797,144421,114549,98138,132477
176 48686,25761,10948,6463,4404,8714,33628,53886,76406,96644,105683,114036,120378,112326,111507,114098,116253,84810,90886,106498,107347,92279,90248,105794
177 2399,2154,715,197,14,49,803,3280,6650,10287,13470,13585,11659,8883,6382,5864,4926,3618,2699,3015,3458,3424,2203,2474
178 30597,12803,6661,3347,1642,3119,14623,32957,55728,70291,78362,83154,83968,80648,79554,75939,80450,53408,54583,55694,57561,52078,31016,60842
179 42009,17922,10155,4668,4117,9426,29612,57829,83413,105510,115870,123709,113866,116798,115353,114200,124136,93963,93147,108374,119569,101648,91955,94414
180 25663,9657,4909,2623,1384,4478,13036,28422,48068,57320,61956,66761,65618,65133,63578,61907,71029,50366,49801,53119,54920,45531,26008,46323
181 31694,14050,7062,2640,3057,7168,21765,41446,64964,82962,87708,93176,90461,88166,87440,85476,90700,70052,73130,88208,92926,74242,67188,73380
182 24061,10946,6146,3049,1736,3906,14019,27519,43937,56174,62240,66531,62977,64106,62134,60372,67830,49457,50607,59143,59827,51586,47801,53119
183 12043,6314,2896,2207,1341,2136,7646,13960,24176,34968,40031,43554,45759,42730,44426,44784,45410,31114,28178,27860,26140,20871,22605,23317
184 6658,2348,1009,338,576,1848,7251,18556,27395,35976,40528,43302,42115,36079,36690,39040,39560,24113,17866,16950,17436,16388,11890,13554
185 17370,6754,3741,1809,2656,6046,25024,39613,49250,55703,57534,56994,65866,63796,70624,74571,77829,44192,43844,47357,46162,37232,31486,41595
186 21747,10996,4326,1709,1782,4681,19320,31804,45875,52905,59026,61155,62320,57599,61037,59550,65194,44577,47666,53595,57078,48548,42197,48216
187 44400,19802,11516,6300,4653,8599,27244,57902,89214,117551,131131,137689,141346,130150,126912,130883,136070,100430,102077,112477,116515,96757,87656,100938
188 12666,5956,2741,941,968,1061,6844,15901,25520,37842,42393,40679,43702,42925,42282,39020,45305,29148,31480,31292,30304,25702,18748,32102
189 16758,6439,3446,1823,1445,2424,8696,20074,34985,43478,51094,51770,50952,51930,48457,48873,48188,35206,34019,35043,35962,26960,18645,33419
190 14559,7825,4349,1680,1154,2082,8858,17588,33178,46001,53571,54007,51098,47062,42892,44253,46448,38504,36054,36616,35796,28355,19208,29997
191 53394,24803,12478,5550,7438,23020,87070,120688,151878,158070,154588,165417,175041,183523,193150,199367,204168,108232,116740,144585,143823,114490,99116,128621
