20 160269,55079,18286,6796,3264,2134,6718,26572,44429,85113,128978,163869,212279,196706,175804,189966,183172,188996,223105,221955,294816,338317,435193,333688
21 141387,47892,18563,7636,3580,3728,9664,40477,81914,159314,224426,262114,308746,280457,243509,278314,275709,276611,304508,298428,374303,401286,463510,322446
22 57341,18445,6876,2607,1369,1072,4267,18595,37523,77670,109534,131134,150695,133315,111796,126897,131464,136118,162151,155369,186818,181175,183672,125125
23 76778,29102,10085,3484,2114,1748,4016,15560,28224,64020,78217,93602,122939,95487,83577,98495,112447,100793,120624,125724,167026,186884,222512,162572
24 55373,19258,8042,3531,1671,1283,3486,15274,34233,71413,106494,123994,147127,127381,107692,119417,119443,121585,129342,120211,136408,133993,153508,113745
25 115562,42975,15691,6291,2425,2434,6576,24264,48122,97225,134247,159452,188604,158441,141888,163862,172013,171752,198516,205086,264219,294647,353618,255176
26 53019,18218,5394,2376,1471,1132,3229,12096,24108,47690,68292,81955,94297,84990,73462,83315,84133,83721,96634,96592,131851,146517,158853,119540
27 105625,38787,12695,4711,2284,2270,5827,20633,43723,94266,139347,174329,207498,179026,157329,184621,182618,179196,199433,183895,230398,257165,299669,223850
28 66254,23593,8538,2331,1112,1139,3337,16958,37199,76201,107387,130906,155764,135685,115327,131622,131161,129569,144168,133294,162364,176779,206976,149252
29 58854,19514,7343,2461,805,1021,3427,12433,26609,58459,85815,107708,125411,105182,94440,109775,112629,109934,118124,110923,140814,159883,175623,132927
30 104693,34188,10352,3551,1726,1992,6358,23213,45717,97879,132360,163650,203209,164426,142698,164860,170198,167914,201090,205956,268837,302443,363355,269823
31 73396,25839,8904,3008,1683,1948,6422,28271,66853,148151,218721,272423,308076,260159,225176,254484,248416,232647,222819,187137,196421,196227,205308,151293
32 103126,32341,10012,3741,1486,1827,8602,38388,88738,176771,235533,278207,321664,272311,229332,268070,264610,244172,258230,236189,281762,308040,345547,245101
33 65982,25495,9193,4140,1361,1038,3212,11862,23724,47561,68869,83110,101614,88028,73124,86343,86021,85257,101326,101641,133451,145534,175552,137199
34 26380,9309,2692,1405,1168,946,3326,17090,52645,127693,181474,205666,223243,183223,149169,180704,179349,164125,134732,95041,96357,93337,89872,62077
35 51040,16346,4939,1809,1002,1363,4978,15574,33648,73284,98508,117848,139772,111722,90770,108042,116026,108044,124943,122605,146090,153399,165170,121911
36 70532,26587,10861,5579,3012,2424,4936,20145,46908,90982,121211,138829,153621,131021,115237,134614,134087,131868,153658,159855,196705,201372,214637,155594
37 57050,21537,7977,2963,1244,1460,2915,8505,18723,39841,57334,70842,81373,72205,65513,77901,76838,75561,80877,78301,102122,118322,132665,101010
38 111437,45617,17674,6874,3931,4710,11148,28294,52758,102285,143457,165081,185061,164088,148696,167876,162633,153874,174005,171485,224871,253804,299875,219349
39 91593,32577,12243,5483,2333,2352,6155,21489,41089,85078,118769,141659,164212,135593,117718,141915,139267,133810,155311,157670,204668,234611,269591,200401
40 67917,27314,10987,5957,3467,3093,5236,17675,46726,100076,143186,167949,187721,168172,148893,161760,162956,162164,177468,159683,189265,186599,201225,141722
41 56079,22071,7442,3175,1238,1222,3645,13683,25929,46623,65767,79628,91621,86089,75363,80679,81307,86573,102482,102925,128462,136097,166618,118636
42 45618,18120,6713,2607,1109,1061,1804,7769,16659,32490,48124,58327,67290,61488,58605,64437,63505,67943,77042,78776,93484,98279,114132,89976
43 88598,34894,14354,5925,2427,2168,5569,19631,44621,90947,128285,153873,179073,161469,135653,152843,156941,153238,177273,176063,214048,224504,253109,184844
44 47202,15357,4644,2019,954,985,3342,15822,28674,60338,83745,101893,123677,109241,93654,100539,101226,104054,114114,100329,120753,129579,160303,117755
45 61994,21797,7461,2921,1893,1254,2986,13272,24675,50186,72663,88235,104150,92926,79061,87547,85494,81246,95399,90505,119260,140884,175065,133492
46 92920,29114,8647,2344,1453,1575,4801,19358,31699,60817,84623,103976,125233,115125,107874,124455,118756,118870,139574,147627,209794,265081,313695,235323
47 72596,25210,9429,3394,2430,1778,4730,21008,41365,93623,142112,171764,201835,173461,150832,169720,170011,175792,199985,183109,206622,209991,222132,164081
48 159333,49238,14453,5050,2514,2484,7917,31201,54629,111761,166580,206469,242411,213822,188046,223466,220251,218023,253896,252327,351912,417714,487358,363755
49 73195,26465,9136,3551,2284,3431,8321,22851,46663,90037,122052,148101,169074,141885,119517,134217,136527,136457,158898,150560,169823,167768,191964,149891
50 76064,20631,5281,1642,1001,995,3844,14864,29487,59643,77027,93295,114134,92927,81799,99206,103933,96949,118448,127510,200236,234933,262585,199007
51 203977,70571,22548,7826,3732,2980,9045,33757,69874,158664,227612,291066,354163,310427,259976,311349,321626,305633,347334,341876,445457,487090,558732,421820
52 30199,11072,3593,1443,764,807,2730,11481,26507,59804,86170,101037,116984,99842,79808,90399,93125,93919,103487,91368,109170,99279,95126,66524
53 72476,24018,9245,3224,2257,2252,6268,24958,52527,94210,127467,154554,175839,149808,124316,143908,149514,149837,179362,184776,231793,232925,237865,166679
54 71729,22054,7734,3095,1513,1862,8010,35438,82013,180436,240248,295452,356660,282936,230949,265740,278963,263390,287728,238647,251099,229499,244519,167053
55 80156,26363,9010,3595,1872,1549,4285,15517,34837,78197,118409,147285,176165,150624,129331,153411,153773,152941,170552,160099,185264,193251,221134,162803
56 42775,14535,5270,2141,1341,1134,3329,13795,37875,89264,135394,161463,181784,155399,132712,154991,156936,149827,151486,129153,141047,135661,141205,99380
57 23532,9660,4226,2044,1011,1106,2975,16717,52831,122775,184403,220700,247821,219813,198706,218337,214942,193747,172934,125520,104436,88841,84776,54003
58 19366,8550,4884,3274,2087,1574,2916,20829,73763,173029,256224,306896,329076,270549,218798,249446,243991,217073,174873,125871,104164,83098,72218,44938
59 79401,25546,8499,3198,2179,3022,8916,33341,73842,139557,185243,214011,238345,193935,168779,199013,195122,179811,188952,174903,222792,246144,256951,191620
60 31315,11926,4135,1873,1011,1226,4313,21764,58505,116276,155686,176508,190450,158499,133375,158867,156212,133223,121571,101015,112735,111099,108746,70501
61 17406,8732,4271,2394,1828,1159,3499,30126,98950,217086,329784,405561,443157,363354,294426,348074,327800,286015,203859,125468,88616,62576,51080,33152
62 91607,32449,12043,4534,2150,1945,5985,19369,41972,91956,127833,156107,189654,162934,132242,152889,165856,156236,172050,170278,207726,225950,260038,194760
63 95048,28972,9344,3683,1632,1423,5387,17083,32902,66459,86834,102099,126309,107889,90530,109645,115779,110179,126877,137025,195051,228724,281015,213133
64 79385,29648,12293,4927,2166,2470,6301,23093,50419,99227,137106,157870,178002,149979,129606,148184,150103,153124,174349,172339,207761,210157,244304,174237
65 51457,17491,5453,2314,1240,975,3412,11925,25934,52227,71284,84401,96348,81926,70472,81784,82964,79318,92655,93265,120662,132856,155712,115383
66 18719,8111,3346,1722,1290,936,2383,9621,29433,55558,72101,83688,88788,79440,74587,79026,76799,72206,64559,57351,58783,55007,54771,37603
67 48512,22484,10888,5705,4646,4787,6382,18679,55649,116292,161318,182723,196541,174993,153257,167690,166262,162755,164890,145399,149151,142708,144063,99816
68 24389,12092,7361,4009,3167,2442,2284,11136,32726,65343,89718,105516,115929,101826,86879,95030,95736,92588,91067,77479,75891,65939,64575,46072
69 49164,17872,5256,2330,1224,1108,2688,10768,21534,41048,57404,69064,78811,67201,59488,68004,67966,66218,77754,78647,101154,115036,136376,102456
70 38420,16430,7798,3833,2963,4091,6366,11613,24524,47514,66362,78917,87626,80142,71528,80830,77935,70346,74767,75852,103381,112946,107569,74910
71 47630,21528,9467,4476,3652,4156,8384,19892,48594,105906,149630,173329,192448,161230,134025,161041,149319,126873,112854,98960,125585,136106,133110,93679
72 32263,11107,4042,1379,733,910,2493,13081,33716,66112,90638,105153,124080,110454,95730,100871,96916,95117,104581,94678,93930,80441,91121,64304
73 14203,5980,3182,845,561,529,2162,12104,31729,62837,85706,95133,101185,85456,73591,81996,84231,83314,84821,76008,72235,58179,51036,32913
74 86871,25554,6621,1900,763,1049,5862,31337,43806,95671,140802,168292,226836,200402,172609,157956,151080,152384,177331,157000,171111,161958,222893,178571
75 47034,18268,5785,1996,884,1205,2590,9605,19610,39177,55700,67844,77660,70914,59977,66827,63197,65157,76497,79382,100853,113242,140976,103690
76 63811,23740,9545,4270,2439,1597,4119,13702,26615,49947,69630,84511,99443,90294,79281,91428,92843,92329,108510,107323,135838,147372,178229,137184
77 91335,29505,10192,3641,2153,1973,6072,21620,38586,76057,105492,132821,156334,138960,124610,147318,147904,155380,180930,184171,223576,254412,287290,224540
78 49956,19366,7552,3316,1285,1052,2495,7640,15202,31717,42505,50553,58526,50581,46266,52868,54841,54839,73435,75605,96734,103568,125203,97897
79 64341,27026,9253,3960,1805,1608,3282,12573,23619,49578,70119,85371,98723,89540,76199,87528,88096,85054,99533,99902,131315,143024,169962,133245
80 53495,18343,6375,2176,1143,1386,4367,20226,37615,66632,88300,102799,118931,101716,86822,102573,110200,109531,129069,127933,155863,160047,171364,118972
81 79170,26441,8001,2657,1264,1355,4160,18651,38228,77178,104774,127963,145794,127698,113029,133469,129854,124069,135017,131499,182287,228020,265916,187985
82 51693,18031,6048,2511,1211,1399,4134,14929,30927,65949,96002,122695,147587,128771,110399,121945,123035,121937,136855,124577,147230,149054,154914,108838
83 51046,18098,6608,3259,1799,2212,9293,35479,77345,147055,195495,224645,245356,200014,164711,194316,195382,182721,177279,155479,171218,168851,174664,116788
84 100578,33298,12203,4928,2771,2027,5937,19213,35198,71005,92695,109888,137297,114032,102444,117289,126287,117891,140211,151916,212238,246559,306835,237360
85 44585,17702,6365,2547,1366,1242,3971,10658,19888,38385,52462,60272,70641,62906,52887,62842,64348,71620,94601,96694,110710,102331,122232,90539
86 16117,6508,2647,1166,619,840,3441,19358,48911,87612,115477,132178,141404,115532,98420,115314,111796,101654,80389,60812,56207,48847,57100,38967
87 13526,5482,2645,1362,790,925,4305,27311,78216,155394,211803,240806,262272,211855,179940,208233,202850,186530,155990,104685,77468,57489,51704,30782
88 17149,7603,2948,1976,1321,1630,6474,34277,106907,243351,358709,434693,487714,414113,345202,406325,396367,343687,260856,156456,93446,65267,59723,37995
89 19246,7625,2660,893,477,520,1312,5207,13209,27459,38264,43911,46238,40184,33817,39386,39611,37744,40563,37497,43262,46291,49520,37438
90 25059,9137,3809,1292,834,1014,2730,10833,31836,62837,83258,92387,97176,86141,78985,86414,85255,81806,82068,74062,78628,73718,73763,48376
91 41088,15433,5372,2081,1050,1172,3083,11784,23798,44284,61514,72039,80767,72637,63353,71581,72607,74588,84997,84479,108313,113748,132630,93917
92 91232,30033,9100,3407,1304,1743,9611,41397,68822,141030,193819,225212,287998,254032,210264,194255,179547,172794,194960,178262,193228,186742,240105,193213
93 81980,32087,11532,4477,2174,1823,4289,15798,35769,71077,103046,122521,134678,118268,109196,123269,118915,119449,138558,139055,174570,187208,213066,166763
94 111354,42640,15312,5050,3144,2864,6170,21946,41153,81180,116639,144564,164758,148862,130550,149842,149086,145004,176779,175663,222638,252333,300264,223235
95 57134,21960,7281,3067,1802,1295,4085,15089,34178,71639,104486,126189,143772,121591,104728,116611,114410,109962,118017,107365,127742,134212,160318,120413
96 92149,31858,9874,2972,1301,1524,5920,23124,47705,95217,141301,175679,202258,171777,146303,169922,167981,166521,186996,182746,241507,273270,304829,213656
97 73188,22108,6760,2440,1055,1232,4692,18044,33967,70614,94142,112950,131571,112313,99760,119021,125733,126649,147653,151873,202459,228249,254810,182383
98 65176,23895,8145,3042,1379,1332,3885,13980,30116,64496,89940,106182,120499,106165,88411,107011,103652,100730,114590,109623,139721,149142,177578,132936
99 59506,23463,9717,4011,2284,1324,4387,14858,32881,66023,88385,106727,121092,102377,91208,102137,103636,103593,125568,127297,151339,155739,184913,133066
100 13016,5005,2271,1511,1014,1089,3572,17679,49575,103085,143218,167507,178880,142296,112998,142265,150215,127348,104461,78768,64489,53949,51443,31250
101 51977,19990,6924,2773,1271,1017,3314,10525,22973,46089,60736,72257,78919,68179,60008,72536,72551,72898,86341,87399,116116,128515,151258,114663
102 37378,13671,5476,2438,1172,990,2266,10766,29841,60700,87856,99942,109198,97187,89048,97681,96412,95728,100109,90789,100730,101942,115659,80184
103 47301,18105,6746,3139,1416,1210,3040,12758,30675,65917,96338,113499,131122,114328,100187,109903,115962,113705,123866,112967,122562,121228,133477,96964
104 89588,33491,13876,5516,3806,2928,5021,16730,32017,63098,93149,116465,141711,128106,110654,130453,131933,138818,161439,153748,187497,208795,243442,187878
105 79865,28491,10136,4280,2400,1402,4674,13586,25304,51629,70996,83891,95489,85161,77792,89695,87224,89246,104816,108928,143316,167159,221232,163125
106 97653,29617,9187,3428,1789,2179,7158,27435,50097,89645,118605,138635,162953,140921,121315,146354,149286,148053,175667,194633,270663,311493,338326,237866
107 43127,14278,4688,2028,1295,1017,3078,10151,20804,41644,55191,65291,75442,65045,57566,65326,66854,67584,78061,80321,103877,116869,139967,101291
108 42702,16862,7256,3225,1372,1249,3563,16536,43271,87627,121911,142746,156587,140079,120579,136349,140557,145159,152058,129694,135404,125767,129594,90628
109 146406,61921,23011,10519,5809,5135,8840,27456,62874,134899,191198,226416,267641,232400,206729,231854,238970,232460,262656,253945,311371,332848,382703,289723
110 70072,26588,10004,4216,2103,1467,4232,16446,39634,82821,121337,141678,156089,137342,121742,139653,138700,139640,153351,147375,177090,188071,216385,155448
111 103342,34334,10193,4215,1493,1744,6115,24261,46005,93087,134135,160684,186970,167579,143983,168780,170274,168357,202445,208946,269618,290932,320516,239159
112 63455,26961,10768,4951,3254,2906,4402,17109,44134,88200,127641,151598,163231,138655,115783,129555,128898,120718,131570,125346,142670,144718,169433,121382
113 53930,16855,5271,1827,993,1298,4678,18482,41791,82311,107946,119763,133049,112073,91706,104929,100513,96782,115553,115996,151751,168577,188530,131860
114 56578,18012,6355,1801,986,1087,4309,17696,40536,93411,137096,166415,190635,164365,136167,153332,151512,145818,143652,129590,154410,167974,178013,128311
115 18799,6559,2122,928,922,1133,3562,16493,41609,93107,136471,162242,182513,154079,130855,148065,146616,135993,124973,90708,85035,80028,76116,50370
116 37515,14836,5129,2448,1281,1381,3336,9847,18088,36513,48343,57118,66101,56303,52678,57847,62792,63324,71335,75281,100093,120019,127482,90457
117 63637,22821,7073,2099,927,819,2357,11243,21203,44568,64393,80177,92929,82241,70542,84579,84593,82501,96006,94536,129346,144754,173865,134978
118 38780,13113,4591,1624,685,724,2200,7548,13094,27015,33837,39574,47879,41456,36655,45547,46514,42541,50773,55967,85592,105329,126951,98342
119 78149,25876,7272,2016,1079,1170,3803,14036,22950,44125,58846,69576,87831,72636,61679,71892,78436,75832,92040,100911,148082,181427,240716,187989
120 17355,6582,2608,1422,908,1055,3457,20126,53714,117922,176971,220196,258961,215795,186395,214201,213650,197116,177579,123084,88437,65235,59468,37686
121 26517,8829,3450,1369,536,575,2282,9068,19824,37504,48962,56725,63735,55469,49557,52920,54260,56153,66239,70149,81619,83051,85050,59830
122 70051,21966,7540,2920,1249,1427,3812,12759,23487,42848,53893,63429,76403,65634,55325,66930,72495,67686,81277,89087,127773,162927,201615,156191
123 40941,14954,5644,2164,1434,1200,3323,9693,19869,36894,51969,60808,67295,57613,54207,57624,57491,56584,64396,67458,87115,96987,122935,90726
124 17361,6914,2793,916,480,427,1625,11642,38660,79587,105082,116572,125318,104103,85763,99577,99862,94298,94894,77044,68171,55199,51677,33955
125 32606,13063,4138,1955,789,796,1746,8706,22587,45788,66386,79631,92801,83142,72899,78245,79040,80476,94318,79337,92979,85907,93729,67568
126 16357,6638,3119,1536,653,554,2659,16434,40589,78907,102166,115576,126741,104956,83501,88914,84638,80133,79712,64019,60443,51601,50498,34136
127 52645,21138,8577,4618,2587,1746,3326,13995,32195,68047,97768,115369,130082,113736,99969,116584,117084,117213,130981,119708,141738,145122,158623,115260
128 97501,34479,12343,4989,2471,1748,5126,21540,44029,96299,136575,164559,194348,164764,136565,157834,161479,157320,180941,179104,228596,247626,296697,218742
129 24740,8698,3311,1345,842,1255,7122,34267,90296,166823,212615,230610,243029,192843,160241,176846,173645,154520,144094,118524,114987,98774,89968,50701
130 13841,5758,2574,1375,613,727,1531,7424,22901,47100,63408,72614,79281,66874,59198,63297,62154,59582,53962,45897,48612,44639,42382,29005
131 41032,15202,5719,2363,1011,748,2060,7445,18305,35486,48239,57219,64663,56313,51134,58170,55704,58063,67145,68084,86003,93349,107412,75627
132 9739,4463,1693,833,650,494,2227,15864,53020,120330,179869,214755,235863,189268,149038,179853,175329,156323,124769,81901,63761,50706,41369,23085
133 15910,7924,3874,1306,862,816,2862,15200,49797,115966,169206,204872,225974,187245,155361,184777,185131,167526,136014,92737,76404,62117,54253,34317
134 85523,30687,11155,4691,1677,1262,4125,17731,32458,65721,89494,109823,131810,113882,100265,120210,122969,123252,145329,146637,204256,240939,286401,204358
135 48864,17818,7264,3042,1517,1388,4507,16189,36603,69417,91651,106409,119360,102059,88143,102217,100801,97478,115284,112997,142548,148297,159936,109692
136 169923,52454,15965,5883,3011,3003,9843,32685,60169,123048,155127,185681,231529,191871,167735,204982,212619,197597,235224,250448,358373,431557,550210,411151
137 79348,27225,9419,3475,1134,1286,3195,11910,22489,49931,66667,79462,95831,80043,67699,82758,89066,82212,98250,101666,143099,175771,220742,175558
138 107833,44840,17044,7123,3492,2633,5740,17318,37662,77058,111347,137894,160651,143295,131142,145110,149307,148144,167043,167780,206897,231369,277830,210392
139 94974,37940,13371,5111,2079,1876,4668,18448,38938,77003,107072,131397,150327,131167,110203,131487,134165,131864,153999,148283,196620,218674,261127,202596
140 21376,7873,3129,1554,1184,882,2252,8879,22272,42026,55183,63782,71816,62693,59448,62359,59330,56776,59387,56518,63617,69353,75717,52932
141 42989,17659,6963,3046,2539,3838,5434,21814,65312,129035,175160,197720,222110,187694,163322,187100,180772,170828,162388,137089,150448,146414,149222,98450
142 90456,27721,9098,3512,1696,1409,6270,26245,45640,86417,114051,137355,161910,136639,118165,146870,144007,143105,171223,183747,253323,293517,321603,226652
143 100385,29978,9634,3236,2143,2246,7492,28269,52831,99833,132452,155519,177405,153937,130265,157401,158291,157381,189955,202089,264869,298176,334385,248327
144 20246,8785,3372,1770,1024,1468,6770,33477,104226,188145,236300,258376,262216,201106,178586,217429,211024,169397,124980,83831,72746,65314,67132,44321
145 45575,24069,13993,8945,5506,3394,3044,10589,30321,62715,86292,96197,106676,93924,85265,93853,95206,92008,92526,85938,94874,95823,101258,78756
146 70950,20178,6331,2057,1114,1015,7214,44943,69067,169434,256830,286385,350091,287045,249522,220598,207025,197045,207459,171962,183818,184369,245502,185599
147 115975,37946,12133,4752,1756,1884,5448,22386,40150,81516,109767,137038,167223,143059,123957,152876,154798,151597,178420,189447,265218,311113,357839,272471
148 57871,21455,6802,2088,1148,905,2861,10559,24924,53188,77425,93235,109953,92911,84198,98513,95868,93744,97875,91551,123625,143551,159945,123157
149 56458,18170,5053,1633,630,718,2932,10663,18770,37593,48851,57762,70946,57408,53173,61656,63965,62657,75357,83976,120345,143672,189286,137268
150 39495,14428,4575,2282,1177,780,2081,7028,12490,25278,35014,41708,49722,43513,37312,43511,44196,46903,59012,59935,77176,85379,107047,80262
151 49273,18465,6955,2858,1313,1386,2693,8185,19668,41399,56042,71317,81856,69837,63593,73845,72918,75843,86719,87023,111520,124598,140508,103810
152 61361,24999,9231,3696,1470,1078,3559,11381,26670,52409,74676,86204,96429,90309,75010,87624,87434,89004,104104,100614,125539,129257,154176,122654
153 53798,17858,5612,2063,1275,1014,2557,8858,17055,35004,44549,54557,66886,57606,47313,59763,61940,56288,69636,73543,104227,126009,164001,130964
154 98261,31395,9506,3215,1674,1425,5174,20014,31668,59938,88180,106384,137798,126397,106911,107182,103359,107245,131791,134805,173892,191748,272258,211044
155 54969,21288,7740,3735,1708,1598,3664,13068,28644,61180,86405,103988,118767,105705,94875,105795,105040,108737,122746,122075,139406,139922,161228,120784
156 51001,19198,6757,2796,1229,1241,2283,9205,18151,40841,59488,74524,83670,76639,68531,79829,80903,85761,98614,95766,110435,111190,129371,101713
157 12288,5423,2699,1397,446,323,779,4914,11570,22535,30117,35088,41608,39617,36886,36901,36218,38862,48285,44164,42764,36552,34566,24983
158 32175,13818,6330,2779,1578,1372,4494,23669,80559,183879,256965,300868,333631,262451,226845,275111,278440,253151,208230,142475,122113,109847,102109,67675
159 42958,14914,5665,2194,849,935,2375,9642,21323,45502,65967,76917,86623,74216,64314,75266,72827,72937,83764,82857,102242,108573,128994,92320
160 54716,17357,6735,2298,1247,989,2442,10223,21147,43063,63402,80171,94809,82618,73184,87948,87368,88123,101504,96529,127384,144959,164430,116487
161 40801,17654,7455,3499,1752,1260,2201,10114,23810,52270,78985,97958,110282,95381,79929,90618,88680,84071,90599,84554,98549,102100,117750,85555
162 95077,26586,7719,2931,1214,1350,4388,16107,31896,59616,72356,83946,101636,86271,74038,91652,96400,89842,105864,115338,174105,222112,274724,215585
163 30191,11489,3995,1516,564,800,1868,8735,19836,39139,54396,64850,71855,63121,57587,64239,63156,64268,75774,71182,87255,91526,106358,71675
164 25608,8471,2855,1018,473,405,1691,12292,22063,47031,71873,83246,106739,85583,72459,75212,75004,69214,71789,61422,70199,65607,75961,55294
165 95437,37511,14420,7291,4517,4330,7982,22965,49883,99038,142483,166022,185896,156039,138438,160752,165544,163373,185364,183365,237981,271257,286998,209803
166 33517,12055,4364,1547,1471,1978,5537,23814,61154,119600,163870,186618,201744,170220,139266,163416,162013,156746,162796,135770,139400,116919,110637,75170
167 17624,6020,2308,738,379,551,2484,11570,30564,76126,114834,143310,168761,136392,121749,139680,138319,128667,115861,78741,70113,66785,67344,43601
168 57182,19336,7610,2952,1096,1048,2701,8122,16044,34572,42032,48849,62233,49822,45495,53043,58000,55196,63252,69343,101660,121644,157768,122777
169 106927,30817,8108,2515,1338,1676,6936,25909,41547,74088,95550,111575,135246,116155,99934,126454,126355,124817,156785,172809,262309,323094,362845,263272
170 50735,14964,4460,1506,750,1154,4048,14818,32020,71099,99651,120335,141912,111302,88873,105603,112111,104520,121673,121311,150450,154551,170288,122175
171 152988,53669,19115,7779,3960,3965,9999,34564,60324,106272,146374,172254,202288,178673,161061,179885,178029,178929,221497,243256,326661,384513,466452,337668
172 38141,13275,5159,1642,834,945,1848,11004,27880,61366,88682,109420,125553,103257,89060,104004,101081,95335,92940,79237,90726,98381,110554,81307
173 50581,18543,5460,1914,889,677,2576,8941,15833,30517,42215,49667,57133,52296,49003,54733,54758,55592,68585,76399,101695,119464,156462,113792
174 5462,1928,853,532,349,505,2220,13646,44752,87082,114867,130553,132775,106001,92436,107212,98223,74690,52737,35408,30774,25406,23853,14925
175 9511,3940,1358,878,422,442,1175,6612,16875,30373,40323,42683,46059,41308,39153,42862,39763,37973,39584,36146,38579,35874,39421,24489
176 9923,3294,1257,642,347,450,1013,5688,13720,28693,38818,43396,47086,38286,35157,37799,37487,35512,35376,30741,32868,31822,30771,20484
177 121401,47306,16570,6815,3062,2423,6186,21500,43246,85252,122077,146254,180367,163085,142799,164735,160960,164658,196456,198654,242004,266476,317860,240457
178 67215,23117,6851,2580,1149,981,3751,13783,25755,51399,71085,81470,97042,80920,71152,80821,82979,81813,98242,101344,135984,150127,188000,139100
179 15139,7136,2844,1298,664,443,1642,10536,25969,46204,59571,66000,74016,58212,53160,60594,56937,54061,53039,48542,51775,48870,51050,33738
180 72421,25805,8725,3177,1646,1346,3385,14400,35248,105163,186132,257536,312011,272019,232674,274280,284563,259846,275375,226405,206552,188306,206776,155643
181 14263,6264,2741,1254,866,1392,8229,32368,77122,142374,185603,201751,214866,174101,147041,178799,175131,143489,111630,77843,66300,56272,58022,33812
182 29827,8977,2163,732,496,307,1445,5818,12595,28256,38063,48104,59874,47033,37786,47682,50782,44638,54255,53039,77677,88918,95583,72438
183 17369,6606,2752,1684,985,993,3990,18640,43902,82623,102197,113137,119589,95263,83503,88175,85617,77349,73054,65353,68502,63409,64474,42007
184 17590,5881,2120,910,603,490,1586,10890,27975,56985,80390,94981,104585,94801,86286,89435,85182,85688,85104,68632,68328,59261,62509,39726
185 55768,21526,7845,3075,1489,1782,3798,12056,26815,53079,75999,88406,101719,88238,77717,87976,87454,88304,102660,98699,126945,136534,161532,118606
186 81426,27316,8692,2836,1381,1375,4444,15590,28696,55998,82627,101160,120710,104620,85792,101197,103638,103986,123592,124635,169575,184897,232068,169625
187 26323,8660,3468,1338,730,799,5059,30835,95621,203374,285309,325032,338695,261095,223341,277551,267919,211997,167192,115350,105580,90874,90639,61216
188 10683,5007,2308,947,636,598,1812,17356,64321,143212,210793,255098,281283,246796,210436,233564,217658,185919,143226,91066,67151,51993,43406,24166
189 33496,17350,8777,5103,2924,2882,3470,9170,20714,40447,53333,60054,67130,60578,55786,62515,66974,67249,71717,71432,77169,77451,81156,64123
190 88909,34219,11878,4542,1933,1906,4053,14899,34888,73209,106358,129256,150107,128989,115116,134058,132277,130681,150881,151326,189400,207190,247455,187302
